ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580466722.0
backend_name = BackendBase(none, address=none)
id = 11
timecol 'time/s' for: '$U_{RHE}$ / [V]' and 'raw_current' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["raw_current"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	raw_current,	selector
16511.021546125412,	0.03862968,	-0.006981530194638614,	2
16511.175646305084,	0.04189279000000001,	-0.0008726177062035518,	2
16511.329746246338,	0.045108939999999986,	0.001242602724788331,	2
16511.48384618759,	0.04830261999999996,	0.002322874019301152,	2
16511.637946128845,	0.05137649,	0.002824617388504078,	2
16511.792046308517,	0.054605389999999976,	0.003078766181478629,	2
16511.94614624977,	0.057492519999999936,	0.003255655672716039,	2
16512.100246191025,	0.060791579999999956,	0.003275946630583254,	2
16512.25434613228,	0.06368078999999993,	0.003329295618748965,	2
16512.40844631195,	0.06707944999999993,	0.003358389423129687,	2
16512.562546253204,	0.07001276999999995,	0.003385435698192982,	2
16512.716646194458,	0.07314898999999997,	0.003416987380113447,	2
16512.87074613571,	0.07629069,	0.003480762938248377,	2
16513.024846076965,	0.07927158000000001,	0.003601859183424302,	2
16513.178946256638,	0.08233055,	0.003638919364354287,	2
16513.33304619789,	0.08533170000000001,	0.003755417990562872,	2
16513.487146139145,	0.08860143999999992,	0.003924744187772109,	2
16513.6412460804,	0.09144260999999998,	0.003998043187607783,	2
16513.79534626007,	0.09462156999999993,	0.004147734303980632,	2
16513.949446201324,	0.09766902999999993,	0.004364607323484322,	2
16514.103546142578,	0.10065654000000002,	0.004470324026751515,	2
16514.25764608383,	0.10376193999999994,	0.004674548566278233,	2
16514.411746263504,	0.10660090999999994,	0.004882320832142149,	2
16514.565846204758,	0.10982629,	0.005031179333094035,	2
16514.71994614601,	0.11277762000000002,	0.00520131660595255,	2
16514.874046087265,	0.11560656999999996,	0.005389325466826092,	2
16515.028146266937,	0.11894263999999999,	0.005586606568736704,	2
16515.18224620819,	0.12184885000000001,	0.005774645071962521,	2
16515.336346149445,	0.12494072,	0.005789887009582023,	2
16515.4904460907,	0.12779452999999996,	0.005939538131568594,	2
16515.64454627037,	0.13090254999999995,	0.00591386146810978,	2
16515.798646211624,	0.133845,	0.005943499009717142,	2
16515.952746152878,	0.1369169,	0.006002917713843023,	2
16516.10684609413,	0.14010002999999993,	0.005884242544715354,	2
16516.260946035385,	0.14305480999999998,	0.005827977886115637,	2
16516.415046215057,	0.14617910999999995,	0.005768133726387813,	2
16516.56914615631,	0.14898029000000002,	0.005597923766518083,	2
16516.723246097565,	0.15208765999999996,	0.005456975635069253,	2
16516.87734603882,	0.15507223999999997,	0.005347368039520017,	2
16517.03144621849,	0.15797819999999996,	0.005157275073923048,	2
16517.185546159744,	0.16125615999999998,	0.005109021340757004,	2
16517.339646100998,	0.16423847999999996,	0.004835530530325136,	2
16517.49374604225,	0.16738643999999991,	0.004691113628603326,	2
16517.647846221924,	0.17010888000000002,	0.004519874405173221,	2
16517.801946163177,	0.17321476000000002,	0.004403735594737362,	2
16517.95604610443,	0.17630455,	0.004311120235599687,	2
16518.110146045685,	0.17940261999999996,	0.004180280885419892,	2
16518.264246225357,	0.18247267,	0.004072911991151403,	2
16518.41834616661,	0.18545820999999996,	0.004020756479969544,	2
16518.572446107864,	0.18858041999999997,	0.003907457792069441,	2
16518.726546049118,	0.19159897999999997,	0.003831784783635807,	2
16518.88064622879,	0.19469145,	0.003809928906666118,	2
16519.034746170044,	0.19773993,	0.003697763977130189,	2
16519.188846111298,	0.20084265,	0.003682615709215125,	2
16519.34294605255,	0.20406797,	0.003605615886044272,	2
16519.497045993805,	0.20715059999999996,	0.003513913900104158,	2
16519.651146173477,	0.21026316,	0.003452948425769577,	2
16519.80524611473,	0.21314075,	0.003420529186830549,	2
16519.959346055984,	0.21653436999999998,	0.003377535928869406,	2
16520.113445997238,	0.21935131999999996,	0.003363863266905374,	2
16520.26754617691,	0.22243659999999998,	0.003323165285063708,	2
16520.421646118164,	0.22597630999999996,	0.003347188561426045,	2
16520.575746059418,	0.22883953999999995,	0.003309414791921476,	2
16520.72984600067,	0.23206066999999997,	0.003318262262823208,	2
16520.883946180344,	0.23521240999999998,	0.003338705178532027,	2
16521.038046121597,	0.23826169999999997,	0.003344993642769876,	2
16521.19214606285,	0.24131189999999997,	0.003317311673009169,	2
16521.346246004105,	0.24455808999999995,	0.003328319810366825,	2
16521.500346183777,	0.24783261999999995,	0.003274348599678782,	2
16521.65444612503,	0.25088628999999996,	0.003244546443951224,	2
16521.808546066284,	0.25391471,	0.003225604223587378,	2
16521.962646007538,	0.25715511999999996,	0.003144615636826595,	2
16522.11674618721,	0.26015322999999996,	0.003078649723949322,	2
16522.270846128464,	0.263406,	0.00302622953685215,	2
16522.424946069717,	0.26678129999999994,	0.002921529638555603,	2
16522.57904601097,	0.26967590999999996,	0.002835358529626145,	2
16522.733146190643,	0.27281650999999996,	0.002739851620990481,	2
16522.887246131897,	0.27605169999999996,	0.002657028941776725,	2
16523.04134607315,	0.27921521,	0.002565573757032362,	2
16523.195446014404,	0.28231743,	0.002423098834192641,	2
16523.349545955658,	0.28521514,	0.002327481991311432,	2
16523.50364613533,	0.28840186999999995,	0.002192309336322883,	2
16523.657746076584,	0.29184269999999995,	0.002076602906011443,	2
16523.811846017838,	0.29465790999999997,	0.001981892425426034,	2
16523.96594595909,	0.29806946999999995,	0.001849188831678728,	2
16524.120046138763,	0.3010635,	0.00174659611110323,	2
16524.274146080017,	0.30422961,	0.001647670616143206,	2
16524.42824602127,	0.30711296,	0.001539657891557699,	2
16524.582345962524,	0.31039121,	0.001434315558423169,	2
16524.736446142197,	0.31359484,	0.001361212794333388,	2
16524.89054608345,	0.31659044999999997,	0.001262623205281255,	2
16525.044646024704,	0.31975339999999997,	0.001206947702604762,	2
16525.198745965958,	0.32281455,	0.001109995260642264,	2
16525.35284614563,	0.32592587999999995,	0.00105458323069005,	2
16525.506946086884,	0.32882188999999995,	0.0009858527081041263,	2
16525.661046028137,	0.33201345,	0.0009320573302989815,	2
16525.81514596939,	0.33489975,	0.0008866471381845358,	2
16525.969246149063,	0.33795905,	0.0008430334356998546,	2
16526.123346090317,	0.34093808999999997,	0.0007982268794925387,	2
16526.27744603157,	0.34410705999999996,	0.0007662008709405834,	2
16526.431545972824,	0.34708975999999997,	0.0007307772217979803,	2
16526.585645914078,	0.34998904999999997,	0.0007056886182654539,	2
16526.73974609375,	0.35317641,	0.0006804440438059039,	2
16526.893846035004,	0.35610424999999996,	0.000654312649835306,	2
16527.047945976257,	0.35934441999999994,	0.0006470673213863857,	2
16527.20204591751,	0.36235713999999997,	0.0006267792580398925,	2
16527.356146097183,	0.36540308,	0.0006046666058622608,	2
16527.510246038437,	0.3683049,	0.0005949892691591964,	2
16527.66434597969,	0.37131875,	0.0005864800845623904,	2
16527.818445920944,	0.37423347999999995,	0.0005752030308707815,	2
16527.972546100616,	0.37747340999999995,	0.0005669791283785287,	2
16528.12664604187,	0.38041442,	0.0005650790536283652,	2
16528.280745983124,	0.38360258999999997,	0.0005612665875975257,	2
16528.434845924377,	0.38647972999999997,	0.0005488642962200464,	2
16528.58894610405,	0.38952570999999997,	0.0005499006850784019,	2
16528.743046045303,	0.39263096,	0.0005548023680347781,	2
16528.897145986557,	0.39562743999999994,	0.0005442844616878701,	2
16529.05124592781,	0.39873444999999996,	0.0005450053761343046,	2
16529.205346107483,	0.40148669,	0.0005514056926793336,	2
16529.359446048737,	0.40471508999999994,	0.0005491060480704232,	2
16529.51354598999,	0.40752235,	0.000542027316716466,	2
16529.667645931244,	0.41054511,	0.0005518415814422389,	2
16529.821745872498,	0.41363233,	0.0005533510955729407,	2
16529.97584605217,	0.4166857,	0.0005508048234100175,	2
16530.129945993423,	0.41979797999999996,	0.000550869914022321,	2
16530.284045934677,	0.42283373999999996,	0.0005625499098179656,	2
16530.43814587593,	0.42589369,	0.0005602839346625782,	2
16530.592246055603,	0.42876979,	0.0005580609406427035,	2
16530.746345996857,	0.43203568,	0.0005685947098532963,	2
16530.90044593811,	0.4349496,	0.0005792768647893982,	2
16531.054545879364,	0.43834215,	0.0005725300812113674,	2
16531.208646059036,	0.44114106999999997,	0.0005779221066724068,	2
16531.36274600029,	0.44444617,	0.0005843062962559951,	2
16531.516845941544,	0.44732936999999995,	0.0005885159483505595,	2
16531.670945882797,	0.45054677,	0.0005885521637399903,	2
16531.82504606247,	0.45371687,	0.0005955637477886196,	2
16531.979146003723,	0.45681490999999996,	0.0006045036102863225,	2
16532.133245944977,	0.4600546,	0.0006057169418948417,	2
16532.28734588623,	0.46293628,	0.0006073305005230203,	2
16532.441446065903,	0.46613377999999994,	0.0006189383914322368,	2
16532.595546007156,	0.46927164,	0.0006220709525246362,	2
16532.74964594841,	0.47251497,	0.0006235852972897851,	2
16532.903745889664,	0.47564750999999994,	0.0006387901523977734,	2
16533.057845830917,	0.47881347999999996,	0.0006452069556006968,	2
16533.21194601059,	0.48182611999999997,	0.0006472038078997261,	2
16533.366045951843,	0.48500175,	0.0006491219850790191,	2
16533.520145893097,	0.48805244999999997,	0.0006610311185482384,	2
16533.67424583435,	0.49112329,	0.0006702917325521508,	2
16533.828346014023,	0.49441663999999996,	0.0006680618490382591,	2
16533.982445955276,	0.49754476,	0.0006815565993724924,	2
16534.13654589653,	0.50060533,	0.0006937983645693025,	2
16534.290645837784,	0.5036450699999999,	0.0006929445435318489,	2
16534.444746017456,	0.5069247,	0.0006994166262063164,	2
16534.59884595871,	0.51002308,	0.0007187757688397502,	2
16534.752945899963,	0.51310883,	0.0007208677354882693,	2
16534.907045841217,	0.51654839,	0.0007289582059847172,	2
16535.06114602089,	0.5192991299999999,	0.000737147744165792,	2
16535.215245962143,	0.52248124,	0.0007533413571838414,	2
16535.369345903397,	0.5258619,	0.0007514961338995207,	2
16535.52344584465,	0.52876919,	0.0007626454110227342,	2
16535.677546024323,	0.5318873,	0.0007814772061470457,	2
16535.831645965576,	0.53518214,	0.0007859800216394586,	2
16535.98574590683,	0.53808173,	0.000791153311196573,	2
16536.139845848083,	0.54142555,	0.0008096874170870696,	2
16536.293946027756,	0.5446499699999999,	0.0008192673362029702,	2
16536.44804596901,	0.54754074,	0.0008226426462695426,	2
16536.602145910263,	0.5506085,	0.0008377686058542511,	2
16536.756245851517,	0.5537639999999999,	0.0008552474068935917,	2
16536.91034579277,	0.55691355,	0.0008670662682353039,	2
16537.064445972443,	0.5599883,	0.00087359681499678,	2
16537.218545913696,	0.5630774,	0.0008897557484209978,	2
16537.37264585495,	0.5663981,	0.0009042954423735487,	2
16537.526745796204,	0.56937787,	0.0009105687388791563,	2
16537.680845975876,	0.5723161699999999,	0.0009286135490835651,	2
16537.83494591713,	0.57517294,	0.0009484698982874483,	2
16537.989045858383,	0.57817696,	0.0009591326367949056,	2
16538.143145799637,	0.58145368,	0.0009732633402580963,	2
16538.29724597931,	0.5845083099999999,	0.0009942820358821158,	2
16538.451345920563,	0.58767911,	0.001011807935088552,	2
16538.605445861816,	0.59051433,	0.001026103192895176,	2
16538.75954580307,	0.59337794,	0.001044599493769033,	2
16538.913645982742,	0.59653519,	0.001075852454358879,	2
16539.067745923996,	0.59962257,	0.001089959068212469,	2
16539.22184586525,	0.60264293,	0.001106282013775642,	2
16539.375945806503,	0.6058056599999999,	0.001135078490513489,	2
16539.530045986176,	0.60876975,	0.001163808973015989,	2
16539.68414592743,	0.61168126,	0.001179843860114053,	2
16539.838245868683,	0.61471216,	0.001211951334267304,	2
16539.992345809937,	0.617711734,	0.001243782553685201,	2
16540.14644575119,	0.6207944719999999,	0.001271057008975503,	2
16540.300545930862,	0.624020767,	0.001298544896993496,	2
16540.454645872116,	0.626891617,	0.001341410056396878,	2
16540.60874581337,	0.629865084,	0.001377126215449441,	2
16540.762845754623,	0.632834044,	0.001411946483233084,	2
16540.916945934296,	0.636102569,	0.001452180021446734,	2
16541.07104587555,	0.638905745,	0.00150180258566621,	2
16541.225145816803,	0.642008905,	0.001535491590599129,	2
16541.379245758057,	0.644920241,	0.001579722252003238,	2
16541.53334593773,	0.648140717,	0.001636684096042642,	2
16541.687445878983,	0.6511975569999999,	0.001682552888115585,	2
16541.841545820236,	0.654161483,	0.001728352595058678,	2
16541.99564576149,	0.657132555,	0.001790166099404834,	2
16542.149745941162,	0.660386682,	0.00184541665974252,	2
16542.303845882416,	0.663315546,	0.001893192297779755,	2
16542.45794582367,	0.666047339,	0.001951934614627514,	2
16542.612045764923,	0.669305653,	0.00202224376245928,	2
16542.766145944595,	0.672556959,	0.002078596682071721,	2
16542.92024588585,	0.6753222569999999,	0.00213222316378751,	2
16543.074345827103,	0.6786113979999999,	0.002202150550810904,	2
16543.228445768356,	0.6816006339999999,	0.002262707084365606,	2
16543.38254570961,	0.684665201,	0.002313649911318078,	2
16543.536645889282,	0.6879553199999999,	0.002380567336835865,	2
16543.690745830536,	0.6908322739999999,	0.002443038880359299,	2
16543.84484577179,	0.6939199899999999,	0.002496071898775112,	2
16543.998945713043,	0.696988162,	0.002551519793021069,	2
16544.153045892715,	0.700272558,	0.002612208219694934,	2
16544.30714583397,	0.703438601,	0.002657646245032896,	2
16544.461245775223,	0.7066484393,	0.002700384399718585,	2
16544.615345716476,	0.7097592663,	0.002747437278686475,	2
16544.76944589615,	0.712478514,	0.002753506469191008,	2
16544.923545837402,	0.71558010075,	0.0027998138297704,	2
16545.077645778656,	0.7187007201,	0.002835704322175628,	2
16545.23174571991,	0.7218175983999999,	0.002867693549448507,	2
16545.385845899582,	0.725184702,	0.002888784001945009,	2
16545.539945840836,	0.7282208769999999,	0.00290544535192536,	2
16545.69404578209,	0.731223557,	0.002927927033786009,	2
16545.848145723343,	0.734435957,	0.002942471934797464,	2
16546.002245903015,	0.7375135909999999,	0.002950526053189408,	2
16546.15634584427,	0.740817493,	0.002962847530540508,	2
16546.310445785522,	0.7439180839999999,	0.002980369883622495,	2
16546.464545726776,	0.746835221,	0.002987975518261986,	2
16546.61864566803,	0.7500003949999999,	0.002995976346333605,	2
16546.772745847702,	0.753040709,	0.003022990621035636,	2
16546.926845788956,	0.7565681,	0.003036616153430123,	2
16547.08094573021,	0.759617712,	0.003043269576499613,	2
16547.235045671463,	0.762615435,	0.003066788468817448,	2
16547.389145851135,	0.7656991449999999,	0.003090764780504858,	2
16547.54324579239,	0.7688461209999999,	0.003110078830859807,	2
16547.697345733643,	0.772001155,	0.003133691427985839,	2
16547.851445674896,	0.7753799109999999,	0.003166726135510816,	2
16548.00554585457,	0.778143343,	0.003189224688245965,	2
16548.159645795822,	0.781297948,	0.00320185955306714,	2
16548.313745737076,	0.7845801969999999,	0.00322520771562218,	2
16548.46784567833,	0.7877119819999999,	0.003239826951109848,	2
16548.621945858,	0.790671442,	0.003227768915563502,	2
16548.776045799255,	0.7940094289999999,	0.003223974167786144,	2
16548.93014574051,	0.796906304,	0.00319995997202692,	2
16549.084245681763,	0.80017652,	0.003150942503578138,	2
16549.238345861435,	0.803025816,	0.003090563313708647,	2
16549.39244580269,	0.80632348,	0.003036763647059612,	2
16549.546545743942,	0.809333246,	0.002957855498973358,	2
16549.700645685196,	0.8124789259999999,	0.002873899447419778,	2
16549.85474562645,	0.8153838999999999,	0.002797188501898775,	2
16550.008845806122,	0.81837681,	0.002726007461583801,	2
16550.162945747375,	0.8214246,	0.002640682353825995,	2
16550.31704568863,	0.8244411199999999,	0.002574845852146436,	2
16550.471145629883,	0.82768817,	0.002522114358535228,	2
16550.625245809555,	0.83041849,	0.002468055094024587,	2
16550.77934575081,	0.83362998,	0.002416696875477381,	2
16550.933445692062,	0.8366089099999999,	0.002387198675576178,	2
16551.087545633316,	0.83988208,	0.00235324490639356,	2
16551.24164581299,	0.84285232,	0.002325589720404128,	2
16551.395745754242,	0.84594951,	0.002317323552569441,	2
16551.549845695496,	0.8488032,	0.002310324004954766,	2
16551.70394563675,	0.85182699,	0.00230289364809552,	2
16551.85804581642,	0.8548017699999999,	0.002306433958704196,	2
16552.012145757675,	0.85788132,	0.002314128347904357,	2
16552.16624569893,	0.86098052,	0.002323288633508259,	2
16552.320345640182,	0.86408664,	0.002332912747768148,	2
16552.474445819855,	0.8668583,	0.002358430150824417,	2
16552.62854576111,	0.86995946,	0.002386105208142079,	2
16552.782645702362,	0.87283356,	0.002401564517317138,	2
16552.936745643616,	0.8761031699999999,	0.00243188763292523,	2
16553.090845823288,	0.8790684799999999,	0.002458391786324399,	2
16553.24494576454,	0.88221649,	0.00248731758526307,	2
16553.399045705795,	0.88502785,	0.002524798249618879,	2
16553.55314564705,	0.88818939,	0.002557662591946508,	2
16553.707245588303,	0.89133697,	0.002600323743905446,	2
16553.861345767975,	0.89424041,	0.002639496595023098,	2
16554.01544570923,	0.8974436299999999,	0.002679437612079916,	2
16554.169545650482,	0.9002751499999999,	0.002723810052432999,	2
16554.323645591736,	0.90333835,	0.002775753395873372,	2
16554.477745771408,	0.90637947,	0.002815110992077048,	2
16554.63184571266,	0.90962629,	0.002881649780058497,	2
16554.785945653915,	0.91269818,	0.00292027571467899,	2
16554.94004559517,	0.9157287399999999,	0.002973736278783189,	2
16555.09414577484,	0.91870337,	0.00301711670131171,	2
16555.248245716095,	0.92174534,	0.003074781836555143,	2
16555.40234565735,	0.92493379,	0.003129476377160371,	2
16555.556445598602,	0.9281297,	0.003174672559835022,	2
16555.710545778275,	0.93112503,	0.003224674204627655,	2
16555.86464571953,	0.93424171,	0.003287197396946717,	2
16556.018745660782,	0.93708126,	0.00332171192612298,	2
16556.172845602036,	0.94037805,	0.003371936081526312,	2
16556.326945781708,	0.94357128,	0.003427683709936215,	2
16556.48104572296,	0.94672954,	0.00346824803748487,	2
16556.635145664215,	0.94993801,	0.00353070166948101,	2
16556.78924560547,	0.95303651,	0.003572723080875376,	2
16556.943345546722,	0.95615664,	0.003606431707573673,	2
16557.097445726395,	0.95919196,	0.003642315176272379,	2
16557.25154566765,	0.96240757,	0.003681153341514337,	2
16557.405645608902,	0.96542689,	0.003736023647913277,	2
16557.559745550156,	0.96877148,	0.003764071731070386,	2
16557.713845729828,	0.9719077,	0.003801049933320394,	2
16557.86794567108,	0.97491839,	0.00384848502209903,	2
16558.022045612335,	0.97770807,	0.003876999776367809,	2
16558.17614555359,	0.98117077,	0.003902142108242357,	2
16558.33024573326,	0.9841380399999999,	0.003952393812502474,	2
16558.484345674515,	0.98742419,	0.003976145877046477,	2
16558.63844561577,	0.9906823899999999,	0.004023916410293898,	2
16558.792545557022,	0.99365911,	0.004051864925312509,	2
16558.946645736694,	0.99653896,	0.004083195652778232,	2
16559.100745677948,	0.9998798,	0.004104805321752489,	2
16559.2548456192,	1.00303143,	0.004142507714369026,	2
16559.408945560455,	1.00638845,	0.004170857419823829,	2
16559.563045740128,	1.00933417,	0.004206444285079797,	2
16559.71714568138,	1.01249727,	0.004224170291263443,	2
16559.871245622635,	1.0154620699999999,	0.004266317549673208,	2
16560.02534556389,	1.01853788,	0.004289870909304036,	2
16560.179445505142,	1.0217171299999999,	0.004320623895253957,	2
16560.333545684814,	1.02511859,	0.004355580084801712,	2
16560.487645626068,	1.02811527,	0.004395360255645506,	2
16560.64174556732,	1.03095501,	0.0044196799576523,	2
16560.795845508575,	1.03420499,	0.004459748532347119,	2
16560.949945688248,	1.03730875,	0.004483510085279058,	2
16561.1040456295,	1.04061055,	0.004519868599598759,	2
16561.258145570755,	1.04350376,	0.00455671514626739,	2
16561.41224551201,	1.04663565,	0.00459026764409716,	2
16561.56634569168,	1.04963404,	0.004625591745956434,	2
16561.720445632935,	1.0526469299999999,	0.004672006770206683,	2
16561.87454557419,	1.0557905399999998,	0.004701008034866658,	2
16562.028645515442,	1.05902487,	0.004739168552612837,	2
16562.182745695114,	1.06189271,	0.004777627044282553,	2
16562.336845636368,	1.06487089,	0.004828623695008541,	2
16562.49094557762,	1.06789222,	0.004875116406592384,	2
16562.645045518875,	1.07104858,	0.004914348671408136,	2
16562.799145698547,	1.07413801,	0.00496281093709218,	2
16562.9532456398,	1.07706725,	0.004995260458091726,	2
16563.107345581055,	1.0801234499999999,	0.005034975770601843,	2
16563.26144552231,	1.08322802,	0.005094351660052131,	2
16563.415545463562,	1.0862202,	0.005126845939798945,	2
16563.569645643234,	1.08916622,	0.005172121347925576,	2
16563.723745584488,	1.09221643,	0.005224785836393873,	2
16563.87784552574,	1.09542971,	0.00526906982222046,	2
16564.031945466995,	1.09844994,	0.005303771178404203,	2
16564.139845609665,	1.10050842,	0.005365925624561438,	2
16564.170545578003,	1.10124614,	0.005253155250102282,	2
16564.255245685577,	1.09933093,	0.003559044594080206,	2
16564.40934562683,	1.09613856,	0.0026790825657171,	2
16564.563445568085,	1.09296035,	0.002097705983218415,	2
16564.71754550934,	1.0898879099999998,	0.001676711562981735,	2
16564.871645450592,	1.08678054,	0.001333506069516903,	2
16565.025745630264,	1.08368012,	0.001067452830457278,	2
16565.179845571518,	1.08055308,	0.0008370596009150463,	2
16565.33394551277,	1.07754546,	0.0006505820189226471,	2
16565.488045454025,	1.0741326199999999,	0.0004827490356488192,	2
16565.642145633698,	1.07110464,	0.0003383529730904035,	2
16565.79624557495,	1.06792742,	0.0002076903893753401,	2
16565.950345516205,	1.06488701,	0.0001017587258829229,	2
16566.10444545746,	1.0616967,	-5.147761560333225e-06,	2
16566.25854563713,	1.05866491,	-8.397401398759245e-05,	2
16566.412645578384,	1.05543321,	-0.000170313890492625,	2
16566.566745519638,	1.0524192399999999,	-0.000251169307353508,	2
16566.72084546089,	1.04928201,	-0.00031592940544553,	2
16566.874945640564,	1.04613962,	-0.0003812662678486932,	2
16567.029045581818,	1.04308095,	-0.0004532657824198455,	2
16567.18314552307,	1.0399438399999998,	-0.0005040135353839414,	2
16567.337245464325,	1.03688949,	-0.000555594115355113,	2
16567.491345643997,	1.03373751,	-0.0006116793272674375,	2
16567.64544558525,	1.03086868,	-0.000669133083046526,	2
16567.799545526505,	1.02771696,	-0.0007157421123264694,	2
16567.953645467758,	1.02464541,	-0.0007587474447601078,	2
16568.107745409012,	1.02144763,	-0.0008142145053349498,	2
16568.261845588684,	1.01858535,	-0.0008513956138232349,	2
16568.415945529938,	1.0155493899999999,	-0.0008916060767266646,	2
16568.57004547119,	1.0125475499999999,	-0.0009461912386928596,	2
16568.724145412445,	1.00946974,	-0.0009822049345826686,	2
16568.878245592117,	1.00654047,	-0.001022616669723166,	2
16569.03234553337,	1.00355625,	-0.001068879114751804,	2
16569.186445474625,	1.00045183,	-0.001109114766442102,	2
16569.34054541588,	0.99723473,	-0.001144228133313229,	2
16569.49464559555,	0.99433982,	-0.001189564141080504,	2
16569.648745536804,	0.99124586,	-0.001226054377965896,	2
16569.802845478058,	0.98821726,	-0.001280171784255415,	2
16569.95694541931,	0.98527559,	-0.001305168048125473,	2
16570.111045598984,	0.9820236499999999,	-0.001350948112914757,	2
16570.265145540237,	0.97908058,	-0.00138492799063622,	2
16570.41924548149,	0.9761278899999999,	-0.001425621399883049,	2
16570.573345422745,	0.97301891,	-0.001464851809830995,	2
16570.727445602417,	0.9700487499999999,	-0.001505253160733109,	2
16570.88154554367,	0.96695175,	-0.001541124198577961,	2
16571.035645484924,	0.9638382,	-0.001584307629581293,	2
16571.189745426178,	0.96098806,	-0.001615627042358944,	2
16571.34384536743,	0.95794667,	-0.001657342915731466,	2
16571.497945547104,	0.95496748,	-0.001697699176238209,	2
16571.652045488358,	0.95191313,	-0.001729328409699646,	2
16571.80614542961,	0.94887302,	-0.001784576616195532,	2
16571.960245370865,	0.94563475,	-0.001819152475932527,	2
16572.114345550537,	0.94274452,	-0.001845899780582666,	2
16572.26844549179,	0.93975593,	-0.001878689776627501,	2
16572.422545433044,	0.93658426,	-0.001916556968110459,	2
16572.576645374298,	0.9335686999999999,	-0.001955737814445186,	2
16572.73074555397,	0.9305900199999999,	-0.001984041726427223,	2
16572.884845495224,	0.9275086499999999,	-0.002019503870769809,	2
16573.038945436478,	0.92450842,	-0.002059504207902258,	2
16573.19304537773,	0.9212111599999999,	-0.002081619316454767,	2
16573.347145557404,	0.9182342699999999,	-0.002109492848325116,	2
16573.501245498657,	0.91515326,	-0.002150849591273839,	2
16573.65534543991,	0.91209349,	-0.002171775847132462,	2
16573.809445381165,	0.9091599699999999,	-0.002206666465932011,	2
16573.963545560837,	0.90590097,	-0.002234324987413085,	2
16574.11764550209,	0.9028434399999999,	-0.002258599913975166,	2
16574.27184534073,	0.89958237,	-0.002273045932208139,	2
16574.425845384598,	0.89624817,	-0.002299989411551281,	2
16574.580045461655,	0.89343542,	-0.002320965461614883,	2
16574.734045505524,	0.8901489,	-0.002339791487750084,	2
16574.888245344162,	0.8872947999999999,	-0.002350391948606,	2
16575.04224538803,	0.88387477,	-0.002374094487492675,	2
16575.196445465088,	0.88082672,	-0.002383614276323269,	2
16575.350445508957,	0.8776896599999999,	-0.002391982551941511,	2
16575.504645347595,	0.8746288999999999,	-0.00240557910052136,	2
16575.658645391464,	0.87127247,	-0.002421612347392861,	2
16575.81284546852,	0.8682731499999999,	-0.00242267278063725,	2
16575.96684551239,	0.8651541,	-0.002424838078410867,	2
16576.12104535103,	0.86203293,	-0.002420561792885439,	2
16576.275045394897,	0.85876339,	-0.002419020530576575,	2
16576.429245471954,	0.85584359,	-0.002412897085634488,	2
16576.583245515823,	0.8524828999999999,	-0.002399627548129422,	2
16576.73744535446,	0.84923455,	-0.002392801487898825,	2
16576.89144539833,	0.8465648699999999,	-0.002382215765945904,	2
16577.045645475388,	0.84328895,	-0.002358455705748264,	2
16577.199645519257,	0.84006711,	-0.00233720703728435,	2
16577.353845357895,	0.8368622099999999,	-0.002316701685715654,	2
16577.507845401764,	0.83378555,	-0.00229409437182778,	2
16577.66204547882,	0.83066014,	-0.002267705320045225,	2
16577.81604552269,	0.82763541,	-0.002239372983768945,	2
16577.970245361328,	0.82464249,	-0.002208978189722911,	2
16578.124245405197,	0.82123833,	-0.002163427255906854,	2
16578.278445482254,	0.81816698,	-0.002124465864680194,	2
16578.432445287704,	0.81513907,	-0.002093446894689726,	2
16578.58664536476,	0.8117900379999999,	-0.002042228075462491,	2
16578.74064540863,	0.808971975,	-0.001994142145965404,	2
16578.894845485687,	0.8059016729999999,	-0.001954495188370797,	2
16579.048845291138,	0.802554753,	-0.001904860238280133,	2
16579.203045368195,	0.7994357009999999,	-0.001844546688194601,	2
16579.357045412064,	0.796276387,	-0.001797976093884143,	2
16579.51124548912,	0.793311004,	-0.001746719589676649,	2
16579.66524529457,	0.7902438829999999,	-0.00169828620642409,	2
16579.819445371628,	0.787300762,	-0.001631570465767354,	2
16579.973445415497,	0.7842707369999999,	-0.001582471672558362,	2
16580.127645492554,	0.781115655,	-0.001521157848282682,	2
16580.281645298004,	0.7780336999999999,	-0.001456240412435666,	2
16580.43584537506,	0.774844702,	-0.001402493756707604,	2
16580.58984541893,	0.771897335,	-0.001346647603969091,	2
16580.74404525757,	0.769086696,	-0.001283853225865456,	2
16580.898045301437,	0.766024877,	-0.001225666367406478,	2
16581.052245378494,	0.7629408019999999,	-0.001170466575729799,	2
16581.206345319748,	0.759935077,	-0.001116908132777436,	2
16581.360445261,	0.757071514,	-0.001057678002012227,	2
16581.514545440674,	0.753805898,	-0.001001995880988944,	2
16581.668645381927,	0.7507019899999999,	-0.00096254262151888,	2
16581.82274532318,	0.747823861,	-0.0009070172016556466,	2
16581.976845264435,	0.7445995489999999,	-0.0008493146728401604,	2
16582.130945444107,	0.7419741249999999,	-0.0008043041978650373,	2
16582.28504538536,	0.738828825,	-0.0007617638543667062,	2
16582.439145326614,	0.7357034069999999,	-0.0007139053152628336,	2
