ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580466722.0
backend_name = BackendBase(none, address=none)
id = 11
timecol 'time/s' for: '$U_{RHE}$ / [V]' and 'raw_current' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["raw_current"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	raw_current,	selector
16252.468349456787,	1.8695821000000001,	0.050022826,	0
16252.968349456787,	1.8700782,	0.050018374,	0
16253.468349218369,	1.8692579,	0.050020281,	0
16253.968349218369,	1.8696012,	0.050022826,	0
16254.468349218369,	1.8703260999999998,	0.050020281,	0
16254.968349218369,	1.8693532999999998,	0.050021552,	0
16255.468349218369,	1.8697537999999998,	0.050029188,	0
16255.968349218369,	1.8691433000000002,	0.050024737,	0
16256.468349218369,	1.8700590999999998,	0.050007559,	0
16256.968349218369,	1.8705550999999998,	0.050006285,	0
16257.468349218369,	1.8696012,	0.050010741,	0
16257.968349218369,	1.8703070999999998,	0.0500101,	0
16258.468349218369,	1.8706123,	0.050015192,	0
16258.968349218369,	1.8710128999999998,	0.0500101,	0
16259.468349218369,	1.8715088999999998,	0.049999926,	0
16259.968349218369,	1.8707077,	0.050014555,	0
16260.468349218369,	1.8706314000000002,	0.050004374,	0
16260.968349218369,	1.8708412,	0.050009467,	0
16261.468349218369,	1.8707268,	0.0500101,	0
16261.968349218369,	1.8703642999999999,	0.050013918,	0
16262.468349218369,	1.8704787,	0.050016467,	0
16262.968349218369,	1.8700782,	0.0500171,	0
16263.468349218369,	1.8694677,	0.050012011,	0
16263.968349218369,	1.8697347,	0.050022826,	0
16264.468349218369,	1.8701925999999998,	0.05000883,	0
16264.968349218369,	1.8708985,	0.050015192,	0
16265.468349218369,	1.8695631000000001,	0.050019644,	0
16265.968349218369,	1.8697157,	0.050007559,	0
16266.468349218369,	1.8693914,	0.050019644,	0
16266.968349218369,	1.8699065,	0.0500241,	0
16267.468349218369,	1.870021,	0.050019644,	0
16267.968349218369,	1.8705933,	0.050022826,	0
16268.468349218369,	1.8704024000000001,	0.050017737,	0
16268.968349218369,	1.8703832999999999,	0.050008193,	0
16269.468349218369,	1.8705169000000001,	0.050010741,	0
16269.968349218369,	1.8708603,	0.050007559,	0
16270.468349218369,	1.8715471,	0.049999289,	0
16270.968349218369,	1.8705742,	0.050008193,	0
16270.968949079514,	1.8713182000000002,	0.050004374,	0
16271.468949079514,	1.70469221,	0.0,	1
16271.968949079514,	1.67321553,	0.0,	1
16272.468949079514,	1.65493998,	0.0,	1
16272.968949079514,	1.6415671399999998,	0.0,	1
16273.468949079514,	1.63187614,	0.0,	1
16273.968949079514,	1.6238829799999999,	0.0,	1
16274.468949079514,	1.61690089,	0.0,	1
16274.968949079514,	1.61089173,	0.0,	1
16275.468949079514,	1.60623696,	0.0,	1
16275.968949079514,	1.60089549,	0.0,	1
16276.468949079514,	1.59717551,	0.0,	1
16276.968949079514,	1.59305492,	0.0,	1
16277.468949079514,	1.59007898,	0.0,	1
16277.968949079514,	1.5867023699999998,	0.0,	1
16278.468949079514,	1.58342114,	0.0,	1
16278.968949079514,	1.58099839,	0.0,	1
16279.468949079514,	1.57785073,	0.0,	1
16279.968949079514,	1.57582858,	0.0,	1
16280.468949079514,	1.57350126,	0.0,	1
16280.968949079514,	1.57161262,	0.0,	1
16281.468949079514,	1.5690182099999999,	0.0,	1
16281.968949079514,	1.56749203,	0.0,	1
16282.468949079514,	1.56512656,	0.0,	1
16282.968949079514,	1.56340965,	0.0,	1
16283.468949079514,	1.56134936,	0.0,	1
16283.968949079514,	1.5589838299999998,	0.0,	1
16284.468948841095,	1.55793461,	0.0,	1
16284.968948841095,	1.55608412,	0.0,	1
16285.468948841095,	1.55430999,	0.0,	1
16285.968948841095,	1.55301281,	0.0,	1
16286.468948841095,	1.55163929,	0.0,	1
16286.968948841095,	1.55079987,	0.0,	1
16287.468948841095,	1.54885408,	0.0,	1
16287.968948841095,	1.54761406,	0.0,	1
16288.468948841095,	1.5463931199999998,	0.0,	1
16288.968948841095,	1.54479071,	0.0,	1
16289.468948841095,	1.54339811,	0.0,	1
16289.968948841095,	1.54322639,	0.0,	1
16290.468948841095,	1.54181471,	0.0,	1
16290.968948841095,	1.5403458099999998,	0.0,	1
16291.468948841095,	1.53965905,	0.0,	1
16291.968948841095,	1.53859076,	0.0,	1
16292.468948841095,	1.5376178299999999,	0.0,	1
16292.968948841095,	1.5363969499999999,	0.0,	1
16293.468948841095,	1.53483262,	0.0,	1
16293.968948841095,	1.5338406199999999,	0.0,	1
16294.468948841095,	1.53345909,	0.0,	1
16294.968948841095,	1.53187576,	0.0,	1
16295.468948841095,	1.53116992,	0.0,	1
16295.968948841095,	1.53038773,	0.0,	1
16296.468948841095,	1.52924314,	0.0,	1
16296.968948841095,	1.5277360899999999,	0.0,	1
16297.468948841095,	1.52704933,	0.0,	1
16297.968948841095,	1.52600011,	0.0,	1
16298.468948841095,	1.52483639,	0.0,	1
16298.968948841095,	1.52426412,	0.0,	1
16299.468948841095,	1.5230813300000001,	0.0,	1
16299.968948841095,	1.52250906,	0.0,	1
16300.468948841095,	1.52178409,	0.0,	1
16300.968948841095,	1.52168873,	0.0,	1
16301.468948841095,	1.5199908899999999,	0.0,	1
16301.968948841095,	1.52012446,	0.0,	1
16302.468948841095,	1.5192469,	0.0,	1
16302.968948841095,	1.51852199,	0.0,	1
16303.468948841095,	1.51793059,	0.0,	1
16303.968948841095,	1.5168813700000001,	0.0,	1
16304.468948602676,	1.51617553,	0.0,	1
16304.968948602676,	1.51541248,	0.0,	1
16305.468948602676,	1.51497373,	0.0,	1
16305.968948602676,	1.51337126,	0.0,	1
16306.468948602676,	1.5134094,	0.0,	1
16306.968948602676,	1.51237926,	0.0,	1
16307.468948602676,	1.5115208299999998,	0.0,	1
16307.968948602676,	1.51119652,	0.0,	1
16308.468948602676,	1.5105860500000001,	0.0,	1
16308.968948602676,	1.5100710099999999,	0.0,	1
16309.468948602676,	1.5091553,	0.0,	1
16309.968948602676,	1.50829681,	0.0,	1
16310.468948602676,	1.50799164,	0.0,	1
16310.968948602676,	1.50699964,	0.0,	1
16311.468948602676,	1.50610301,	0.0,	1
16311.968948602676,	1.50568333,	0.0,	1
16312.468948602676,	1.50455781,	0.0,	1
16312.968948602676,	1.50451967,	0.0,	1
16313.468948602676,	1.5043098,	0.0,	1
16313.968948602676,	1.50358489,	0.0,	1
16314.468948602676,	1.50337502,	0.0,	1
16314.968948602676,	1.5025356699999999,	0.0,	1
16315.468948602676,	1.50224951,	0.0,	1
16315.968948602676,	1.50200149,	0.0,	1
16316.468948602676,	1.50112399,	0.0,	1
16316.968948602676,	1.50062796,	0.0,	1
16317.468948602676,	1.50032273,	0.0,	1
16317.968948602676,	1.49980768,	0.0,	1
16318.468948602676,	1.49868217,	0.0,	1
16318.968948602676,	1.4980907700000001,	0.0,	1
16319.468948602676,	1.4974802999999999,	0.0,	1
16319.968948602676,	1.49704155,	0.0,	1
16320.468948602676,	1.49696526,	0.0,	1
16320.968948602676,	1.49578246,	0.0,	1
16321.468948602676,	1.49585881,	0.0,	1
16321.968948602676,	1.49477139,	0.0,	1
16322.468948602676,	1.49496218,	0.0,	1
16322.968948602676,	1.4939701799999998,	0.0,	1
16323.468948602676,	1.49404648,	0.0,	1
16323.968948364258,	1.49334064,	0.0,	1
16324.468948364258,	1.49290189,	0.0,	1
16324.968948364258,	1.49198618,	0.0,	1
16325.468948364258,	1.4913757699999999,	0.0,	1
16325.968948364258,	1.49086067,	0.0,	1
16326.468948364258,	1.49040284,	0.0,	1
16326.968948364258,	1.4901166799999999,	0.0,	1
16327.468948364258,	1.4901357599999998,	0.0,	1
16327.968948364258,	1.4900976099999999,	0.0,	1
16328.468948364258,	1.48910561,	0.0,	1
16328.968948364258,	1.48887667,	0.0,	1
16329.468948364258,	1.48864779,	0.0,	1
16329.968948364258,	1.4876176399999999,	0.0,	1
16330.468948364258,	1.48742684,	0.0,	1
16330.968948364258,	1.48681637,	0.0,	1
16330.969348430634,	1.48681637,	0.0,	1
16331.98514842987,	1.48570993,	0.000796800188254565,	2
16332.06994843483,	1.4839740099999998,	-0.000204045894919158,	2
16332.224048376083,	1.48096498,	-0.0002211649098197313,	2
16332.378148317337,	1.47778692,	-0.0002342530041047662,	2
16332.53224825859,	1.4746346099999998,	-0.000247429686100452,	2
16332.686348438263,	1.4716513999999998,	-0.0002524183872338985,	2
16332.840448379517,	1.46864023,	-0.0002600404219456898,	2
16332.99454832077,	1.46537593,	-0.0002699433522218031,	2
16333.148648262024,	1.46232476,	-0.0002857241457605516,	2
16333.30284833908,	1.45913365,	-0.000282196327409099,	2
16333.45684838295,	1.45616623,	-0.000294232775906639,	2
16333.611048460007,	1.4530874200000001,	-0.0003048764373506539,	2
16333.765048265457,	1.44981792,	-0.0003102938873567485,	2
16333.91914844513,	1.44654712,	-0.0003194894774459986,	2
16334.073248386383,	1.44349923,	-0.0003306710606123657,	2
16334.227348327637,	1.4403443,	-0.0003383097767108937,	2
16334.38144826889,	1.43725481,	-0.000344517843937357,	2
16334.535648345947,	1.4340997,	-0.0003524951694779612,	2
16334.689648389816,	1.43103042,	-0.0003650962249949438,	2
16334.843848466873,	1.42777362,	-0.0003716142376650932,	2
16334.997848272324,	1.42477432,	-0.0003760463192153648,	2
16335.15204834938,	1.42142,	-0.0003950617402494868,	2
16335.30604839325,	1.4185202399999999,	-0.0003994638870948135,	2
16335.460248231888,	1.4152549799999998,	-0.0003990713424459871,	2
16335.614248275757,	1.41207972,	-0.0004097179982733463,	2
16335.768448352814,	1.4089766400000001,	-0.0004207716562606398,	2
16335.922448396683,	1.40584275,	-0.0004245317274036856,	2
16336.076648235321,	1.40287205,	-0.0004311250717905172,	2
16336.23064827919,	1.39956221,	-0.0004433547568559694,	2
16336.384848356247,	1.3965004300000001,	-0.0004514444235254652,	2
16336.538848400116,	1.39324781,	-0.0004507470240326657,	2
16336.693048238754,	1.39034184,	-0.0004629042084536407,	2
16336.847048282623,	1.38718566,	-0.0004765956984655907,	2
16337.00124835968,	1.3842394,	-0.0004747902464476081,	2
16337.15524840355,	1.38111183,	-0.0004849351644393221,	2
16337.309448242188,	1.37785819,	-0.0004991473789297939,	2
16337.463448286057,	1.37457057,	-0.0005011240248778684,	2
16337.617648363113,	1.3716636,	-0.0005032271320494011,	2
16337.771648406982,	1.3685424,	-0.0005193395725769513,	2
16337.92584824562,	1.3653725099999998,	-0.0005249542842342371,	2
16338.07984828949,	1.36227032,	-0.0005272742580339261,	2
16338.234048366547,	1.35923609,	-0.0005357236820945676,	2
16338.388048410416,	1.3560725699999998,	-0.0005496291983745662,	2
16338.542248249054,	1.35313996,	-0.0005504622957915629,	2
16338.696248292923,	1.3502063999999998,	-0.0005553429031494358,	2
16338.85044836998,	1.3471181099999998,	-0.0005714812834974204,	2
16339.004548311234,	1.34390488,	-0.00057726122976854,	2
16339.158648252487,	1.3410782499999998,	-0.0005769391537122359,	2
16339.312648296356,	1.3379485299999998,	-0.0005912378366969822,	2
16339.466848373413,	1.33498415,	-0.0005999017236072157,	2
16339.620848178864,	1.33181646,	-0.0006017939936780012,	2
16339.77504825592,	1.32901427,	-0.00061073520008041,	2
16339.92904829979,	1.32567152,	-0.0006213695917365054,	2
16340.083248376846,	1.3227624,	-0.0006275822405513234,	2
16340.2373483181,	1.3195875,	-0.0006324883577727564,	2
16340.391448259354,	1.3164563999999999,	-0.000641983347997861,	2
16340.545548200607,	1.31378176,	-0.0006515546167391484,	2
16340.69964838028,	1.31078216,	-0.0006536808106961285,	2
16340.853748321533,	1.30757257,	-0.000660893577296864,	2
16341.007848262787,	1.30459711,	-0.0006799776514939157,	2
16341.16194820404,	1.30142173,	-0.0006802522571275338,	2
16341.316048383713,	1.2985974200000001,	-0.0006850962086799401,	2
16341.470148324966,	1.29548987,	-0.0006952139090525831,	2
16341.62424826622,	1.29249492,	-0.0007051764576427016,	2
16341.778348207474,	1.28919699,	-0.0007088398811148488,	2
16341.932448148727,	1.2862451899999998,	-0.0007152910433289653,	2
16342.0865483284,	1.2833372,	-0.0007294914298594732,	2
16342.240648269653,	1.2802371,	-0.0007343666942073359,	2
16342.394748210907,	1.27723136,	-0.0007363658367477866,	2
16342.54884815216,	1.27416536,	-0.0007497836253332734,	2
16342.702948331833,	1.27121278,	-0.0007611385524584798,	2
16342.857048273087,	1.26810959,	-0.0007595504316875901,	2
16343.01114821434,	1.26509335,	-0.0007770357708010759,	2
16343.165248155594,	1.2621184300000001,	-0.0007853774168931349,	2
16343.319348335266,	1.25888678,	-0.0007883145422112377,	2
16343.47344827652,	1.25582203,	-0.000792124099887076,	2
16343.627548217773,	1.25288924,	-0.0008067716602489176,	2
16343.781648159027,	1.24966761,	-0.0008158639932524248,	2
16343.9357483387,	1.24676475,	-0.000815651496579892,	2
16344.089848279953,	1.24368813,	-0.000827230677406492,	2
16344.243948221207,	1.24053016,	-0.0008419136544560342,	2
16344.39804816246,	1.23746696,	-0.0008402711405413564,	2
16344.552148342133,	1.23435923,	-0.0008484602800186303,	2
16344.706248283386,	1.23127761,	-0.0008664530114592273,	2
16344.86034822464,	1.22836193,	-0.0008682512665827962,	2
16345.014448165894,	1.2248964,	-0.0008762533163878521,	2
16345.168548107147,	1.22187367,	-0.0008888350182412845,	2
16345.32264828682,	1.21874949,	-0.0008958326939806811,	2
16345.476748228073,	1.2157147799999999,	-0.0008969054895749338,	2
16345.630848169327,	1.21258351,	-0.0009077129670105083,	2
16345.78494811058,	1.20928847,	-0.0009232897558481687,	2
16345.939048290253,	1.20641634,	-0.0009265133720782453,	2
16346.093148231506,	1.20295781,	-0.0009319227854697985,	2
16346.24724817276,	1.19986456,	-0.0009505463637617499,	2
16346.401348114014,	1.19691392,	-0.00095618980796126,	2
16346.555448293686,	1.19386175,	-0.0009590653823552241,	2
16346.70954823494,	1.1906971899999998,	-0.0009753539422301212,	2
16346.863648176193,	1.18752193,	-0.0009876510963913593,	2
16347.017748117447,	1.18435663,	-0.0009946080316058656,	2
16347.17184829712,	1.1810898399999998,	-0.001003242317660798,	2
16347.325948238373,	1.17816257,	-0.001017416968640774,	2
16347.480048179626,	1.17506903,	-0.001025518124290411,	2
16347.63414812088,	1.17178115,	-0.001034701103826322,	2
16347.788248300552,	1.1687428899999999,	-0.001047879653370953,	2
16347.942348241806,	1.16547742,	-0.001061291483261315,	2
16348.09644818306,	1.16255042,	-0.001065254594387256,	2
16348.250548124313,	1.159332,	-0.001079378182539811,	2
16348.404648065567,	1.15610459,	-0.001096261359916473,	2
16348.55874824524,	1.15286138,	-0.001103747564338387,	2
16348.712848186493,	1.1499110099999998,	-0.001115543319869579,	2
16348.866948127747,	1.14685797,	-0.001136384073144954,	2
16349.021048069,	1.14364212,	-0.001146881978488145,	2
16349.175148248672,	1.1405797899999999,	-0.001156417664195619,	2
16349.329248189926,	1.13747826,	-0.001169060103570842,	2
16349.48334813118,	1.13424843,	-0.001187458147892301,	2
16349.637448072433,	1.13128039,	-0.001199937345648321,	2
16349.791548252106,	1.12809088,	-0.001210129207743618,	2
16349.94564819336,	1.12513983,	-0.001231129889116308,	2
16350.099748134613,	1.12195569,	-0.001246796752994363,	2
16350.253848075867,	1.11880317,	-0.001254215640064733,	2
16350.407948255539,	1.11579919,	-0.001272866756422969,	2
16350.562048196793,	1.1129508,	-0.001293037461141325,	2
16350.716148138046,	1.10987857,	-0.001305342620588814,	2
16350.8702480793,	1.10672119,	-0.001326254900993291,	2
16351.024348258972,	1.10348135,	-0.001344895359482477,	2
16351.178448200226,	1.10052231,	-0.001363044203218842,	2
16351.33254814148,	1.09764099,	-0.001372173390416311,	2
16351.486648082733,	1.09453857,	-0.001394591045488293,	2
16351.640748262405,	1.09152913,	-0.001418881186447323,	2
16351.794848203659,	1.0885368,	-0.001428206211869322,	2
16351.948948144913,	1.08520734,	-0.001448864045413781,	2
16352.103048086166,	1.08252126,	-0.001476380593499142,	2
16352.25714802742,	1.07944095,	-0.001490076846194763,	2
16352.411248207092,	1.0763181099999999,	-0.001504548611928527,	2
16352.565348148346,	1.07326346,	-0.001533626421343276,	2
16352.7194480896,	1.07027927,	-0.001553761161226404,	2
16352.873548030853,	1.06723716,	-0.001575696265549865,	2
16353.027648210526,	1.06402844,	-0.001594028766137651,	2
16353.18174815178,	1.06114062,	-0.001622343574715022,	2
16353.335848093033,	1.05823126,	-0.001638829037079268,	2
16353.489948034286,	1.05519294,	-0.001659575743630186,	2
16353.644048213959,	1.052044,	-0.001690800659417406,	2
16353.798148155212,	1.04886707,	-0.001712439118513059,	2
16353.952248096466,	1.04575714,	-0.001730318920616397,	2
16354.10634803772,	1.0430358,	-0.001761465215199932,	2
16354.260448217392,	1.03992074,	-0.001788026865274905,	2
16354.414548158646,	1.03697264,	-0.001807192945568172,	2
16354.5686480999,	1.03371653,	-0.001833890757657095,	2
16354.722748041153,	1.0308665,	-0.001863900934993647,	2
16354.876848220825,	1.02778363,	-0.001892962042501712,	2
16355.030948162079,	1.02476409,	-0.001916127656932623,	2
16355.185048103333,	1.02164623,	-0.001945458626579383,	2
16355.339148044586,	1.01840633,	-0.001973639884554446,	2
16355.49324798584,	1.01546004,	-0.001997240453641524,	2
16355.647348165512,	1.01256287,	-0.002028440959223825,	2
16355.801448106766,	1.00927919,	-0.002063824083796229,	2
16355.95554804802,	1.00646296,	-0.002089678692061142,	2
16356.109647989273,	1.00336855,	-0.002120562606919412,	2
16356.263748168945,	1.00007391,	-0.002151403561224443,	2
16356.417848110199,	0.99701389,	-0.002184316764242196,	2
16356.571948051453,	0.99385455,	-0.00221585909336363,	2
16356.726047992706,	0.99097821,	-0.002244470258928884,	2
16356.880148172379,	0.98781725,	-0.00228828276102002,	2
16357.034248113632,	0.98476874,	-0.002319656010495851,	2
16357.188348054886,	0.98152285,	-0.002348001316671476,	2
16357.34244799614,	0.97834941,	-0.002383777036634768,	2
16357.496548175812,	0.97548753,	-0.002423619464740179,	2
16357.650648117065,	0.97226178,	-0.002452505615982453,	2
16357.80474805832,	0.96900221,	-0.002490991259328546,	2
16357.958847999573,	0.96609258,	-0.002530503099455119,	2
16358.112948179245,	0.96276606,	-0.002567379437611872,	2
16358.267048120499,	0.9596849,	-0.002599039141432204,	2
16358.421148061752,	0.9565248799999999,	-0.00264131776631224,	2
16358.575248003006,	0.9534595299999999,	-0.002686164912520439,	2
16358.72934794426,	0.95015509,	-0.002726540306829645,	2
16358.883448123932,	0.94725532,	-0.002765427577552224,	2
16359.037548065186,	0.94393688,	-0.002813272903670797,	2
16359.19164800644,	0.94096847,	-0.002845769499739014,	2
16359.345747947693,	0.93785724,	-0.002883713229426804,	2
16359.499848127365,	0.9344866199999999,	-0.002936337565176809,	2
16359.653948068619,	0.93148984,	-0.002974928282677765,	2
16359.808048009872,	0.92816056,	-0.00301542604828315,	2
16359.962147951126,	0.9251707299999999,	-0.003065656473453707,	2
16360.116248130798,	0.92193305,	-0.003111820054476161,	2
16360.270348072052,	0.9188949399999999,	-0.003152423208255685,	2
16360.424448013306,	0.91595354,	-0.003197278924659978,	2
16360.57854795456,	0.91269755,	-0.003254413049129858,	2
16360.732648134232,	0.90958507,	-0.003309064568258944,	2
16360.886748075485,	0.90620638,	-0.003350397300722761,	2
16361.040848016739,	0.9031827,	-0.003410589854270375,	2
16361.194947957993,	0.9002725899999999,	-0.00345815742593141,	2
16361.349048137665,	0.89693929,	-0.003505329867444035,	2
16361.503148078918,	0.89392829,	-0.003564479645289796,	2
16361.657248020172,	0.89077432,	-0.003621444463354793,	2
16361.811347961426,	0.8878051,	-0.003676481209870817,	2
16361.96544790268,	0.88447579,	-0.0037325647922338,	2
16362.119548082352,	0.8818061899999999,	-0.003795246969141033,	2
16362.273648023605,	0.8786319499999999,	-0.003852561520400935,	2
16362.427747964859,	0.87549017,	-0.003914843778847123,	2
16362.581847906113,	0.8723885499999999,	-0.003976478691178341,	2
16362.735948085785,	0.8693104199999999,	-0.004055011716142837,	2
16362.890048027039,	0.86634758,	-0.004112722187242748,	2
16363.044147968292,	0.8629650099999999,	-0.004181865416236386,	2
16363.198247909546,	0.8602059099999999,	-0.004250179363834386,	2
16363.352348089218,	0.85715162,	-0.004320446541880546,	2
16363.506448030472,	0.8539646399999999,	-0.004396535959160824,	2
16363.660547971725,	0.85110485,	-0.004468771534451618,	2
16363.81464791298,	0.8478834,	-0.004545828802683552,	2
16363.968748092651,	0.8448906199999999,	-0.004627858863863951,	2
16364.122848033905,	0.84193886,	-0.004701731299975649,	2
16364.276947975159,	0.83906485,	-0.004784226708189107,	2
16364.431047916412,	0.83594134,	-0.004873952853872853,	2
16364.585148096085,	0.8329321199999999,	-0.004952112670083707,	2
16364.739248037338,	0.82979015,	-0.005053396638977345,	2
16364.893347978592,	0.82676343,	-0.005142162518784417,	2
16365.047447919846,	0.8237417499999999,	-0.005227491395332309,	2
16365.201548099518,	0.8207200099999999,	-0.005309609167505849,	2
16365.355648040771,	0.8178449099999999,	-0.00540203109230937,	2
16365.509747982025,	0.814740036,	-0.00550129904269657,	2
16365.663847923279,	0.811599393,	-0.005590454510804185,	2
