ixdat version = 0.2.0dev
name = extended_platinum_ec
technique = EC
tstamp = 1580480022.056785
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 11

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
263.0593967437744,	0.45100369999999995,	-0.0004279783129688881,	1
263.2134966850281,	0.44792818999999995,	-0.0004345633858533707,	1
263.3675968647003,	0.44494098,	-0.0004345399107931625,	1
263.521696805954,	0.44153319999999996,	-0.000430921685730481,	1
263.67579674720764,	0.43839745999999996,	-0.0004364791326118456,	1
263.8298966884613,	0.43539892999999996,	-0.0004453250024681679,	1
263.98399686813354,	0.43220862,	-0.0004378416632765184,	1
264.1380968093872,	0.42914389999999997,	-0.0004419881903733845,	1
264.29219675064087,	0.42579956999999996,	-0.0004482098290825602,	1
264.44629669189453,	0.42271395999999994,	-0.0004471284080347412,	1
264.6003968715668,	0.41973309999999997,	-0.0004484986334034498,	1
264.75449681282043,	0.41631054999999995,	-0.0004611486200040091,	1
264.9085967540741,	0.41319826,	-0.000457127137102803,	1
265.06269669532776,	0.41014554999999997,	-0.0004614912098993549,	1
265.216796875,	0.40702261999999995,	-0.0004714518918638895,	1
265.37089681625366,	0.4037866,	-0.0004741250295172728,	1
265.4786968231201,	0.40177092,	-0.0005167774579096472,	1
265.5173966884613,	0.40084253999999997,	-0.0003459078181645295,	2
265.60209679603577,	0.39924845,	-0.0004818141625524694,	2
265.75619673728943,	0.39602427999999995,	-0.0004980561433432923,	2
265.9102966785431,	0.39295101,	-0.0004972037855922045,	2
266.06439685821533,	0.38989827,	-0.0005021668496031015,	2
266.218496799469,	0.38652532999999994,	-0.0005193975620524736,	2
266.37259674072266,	0.38359803,	-0.0005229333132135755,	2
266.5266966819763,	0.38075142999999995,	-0.0005351179843604652,	2
266.68079686164856,	0.37732443,	-0.0005518621717442908,	2
266.8348968029022,	0.37410527,	-0.0005627992886007302,	2
266.9889967441559,	0.37104377,	-0.0005757969823663028,	2
267.14309668540955,	0.3679668,	-0.0005950803198016658,	2
267.2971968650818,	0.36469655999999995,	-0.0006120688469056675,	2
267.45129680633545,	0.36156331999999997,	-0.0006330430362305097,	2
267.6053967475891,	0.35847275999999995,	-0.0006530432982895917,	2
267.7594966888428,	0.35580006,	-0.0006906883375716235,	2
267.91359663009644,	0.35264515999999996,	-0.0007072054560819264,	2
268.0676968097687,	0.34936904999999996,	-0.0007340891299234637,	2
268.22179675102234,	0.34635636,	-0.0007685023634966281,	2
268.375896692276,	0.34339802999999997,	-0.0008037471499521896,	2
268.52999663352966,	0.34034975999999995,	-0.000837605507274627,	2
268.6840968132019,	0.33737933,	-0.0008852336374280314,	2
268.83819675445557,	0.33428262999999997,	-0.0009225186578224742,	2
268.99229669570923,	0.33150686999999995,	-0.0009749309626357096,	2
269.1463966369629,	0.32836081999999994,	-0.00101899585652856,	2
269.30049681663513,	0.32517334,	-0.001071684562108162,	2
269.4545967578888,	0.32227236,	-0.001129704068763283,	2
269.60869669914246,	0.31936767,	-0.001188111347700404,	2
269.7627966403961,	0.31601616,	-0.001245016192792284,	2
269.91689682006836,	0.31294407999999996,	-0.001304877268785663,	2
270.070996761322,	0.31013891,	-0.00135733118193402,	2
270.2250967025757,	0.30703558999999997,	-0.001419068871170909,	2
270.37919664382935,	0.30430780999999996,	-0.001492509169404589,	2
270.5332968235016,	0.30108574,	-0.001543176288887511,	2
270.68739676475525,	0.29836195,	-0.00162163185591039,	2
270.8414967060089,	0.29510413999999996,	-0.001687063805157499,	2
270.9955966472626,	0.29221921999999995,	-0.001760929433768356,	2
271.14969658851624,	0.28890741,	-0.001838641776066623,	2
271.3037967681885,	0.28623876,	-0.001924038393069337,	2
271.45789670944214,	0.28318751,	-0.00203047720070304,	2
271.6119966506958,	0.28013223,	-0.002145855089045856,	2
271.76609659194946,	0.27702038999999995,	-0.002227621382152656,	2
271.9201967716217,	0.27395135,	-0.002357346001006436,	2
272.07429671287537,	0.27117758999999997,	-0.002468721423440453,	2
272.228396654129,	0.26777966999999997,	-0.002594404942726586,	2
272.3824965953827,	0.26468940999999996,	-0.002742083992429631,	2
272.53659677505493,	0.26196106999999996,	-0.002871193508612077,	2
272.6906967163086,	0.258854,	-0.003013167825833572,	2
272.84479665756226,	0.25596951999999995,	-0.003161783625642928,	2
272.9988965988159,	0.25260105,	-0.003274010659163891,	2
273.15299677848816,	0.24962546999999996,	-0.003391993045027315,	2
273.3070967197418,	0.24670841999999998,	-0.003509269384043504,	2
273.4611966609955,	0.24346732999999998,	-0.003606447329112979,	2
273.61529660224915,	0.24018531999999998,	-0.003724333112681432,	2
273.7693967819214,	0.23724936999999996,	-0.003706915959365772,	2
273.92349672317505,	0.23420043999999995,	-0.003756687646688531,	2
274.0775966644287,	0.23125513999999997,	-0.003716666853483291,	2
274.2316966056824,	0.22813933999999997,	-0.003681419548296816,	2
274.38579654693604,	0.22495256999999996,	-0.003671833515710408,	2
274.5398967266083,	0.22170099,	-0.003583094970278478,	2
274.69399666786194,	0.21875037999999997,	-0.003538121394716424,	2
274.8480966091156,	0.21570449999999997,	-0.003508395179629087,	2
275.00219655036926,	0.21218307999999997,	-0.003436528875859844,	2
275.1562967300415,	0.20905306999999995,	-0.003402504221359397,	2
275.31039667129517,	0.20618190999999997,	-0.003414986805842027,	2
275.4644966125488,	0.20288697,	-0.003391339766097262,	2
275.6185965538025,	0.19961467,	-0.003464917011090498,	2
275.77269673347473,	0.19647618999999994,	-0.00344055616872577,	2
275.9267966747284,	0.19348504999999994,	-0.003504449541512199,	2
276.08089661598206,	0.19031538999999997,	-0.003542912801132558,	2
276.2349965572357,	0.18700965999999997,	-0.003633204149732591,	2
276.38909673690796,	0.18384418000000002,	-0.003757170802870385,	2
276.5431966781616,	0.18083932999999996,	-0.003827671075575507,	2
276.6972966194153,	0.17781265999999996,	-0.003976137223594689,	2
276.85139656066895,	0.17454161999999995,	-0.004150864366981893,	2
277.0054967403412,	0.17139753000000002,	-0.004272600961650858,	2
277.15959668159485,	0.16825362999999993,	-0.004455223965215943,	2
277.3136966228485,	0.16524322999999996,	-0.004691689797912735,	2
277.4677965641022,	0.16217180999999992,	-0.004876088449403564,	2
277.62189650535583,	0.15865644,	-0.005200950530452421,	2
277.7759966850281,	0.15559383999999998,	-0.005376388778477062,	2
277.93009662628174,	0.15250524999999993,	-0.005618006337163917,	2
278.0841965675354,	0.14932944999999997,	-0.005858579498271468,	2
278.23829650878906,	0.14631697,	-0.006117812481182719,	2
278.3923966884613,	0.14299430999999996,	-0.006393900434194272,	2
278.54649662971497,	0.14004596999999996,	-0.006638569855369751,	2
278.7005965709686,	0.13692346,	-0.006859150252631594,	2
278.8546965122223,	0.13350363999999992,	-0.007123293785519225,	2
279.00879669189453,	0.13054599999999994,	-0.007253179925299669,	2
279.1628966331482,	0.12745425,	-0.007459346481963836,	2
279.31699657440186,	0.12446274999999996,	-0.007627521867319298,	2
279.4710965156555,	0.12126811999999998,	-0.007833585150890632,	2
279.62519669532776,	0.11807384999999992,	-0.007943813373680553,	2
279.7792966365814,	0.11528857999999997,	-0.007937030806591396,	2
279.9333965778351,	0.11218174999999997,	-0.00791332694750612,	2
280.08749651908875,	0.10908863000000002,	-0.007822736723647722,	2
280.241596698761,	0.10605659999999995,	-0.007759190496762408,	2
280.39569664001465,	0.10287590999999996,	-0.007609693570740761,	2
280.5497965812683,	0.09968080999999995,	-0.007474671632707486,	2
280.703896522522,	0.09696318999999998,	-0.007285855217808102,	2
280.8579967021942,	0.09356971999999997,	-0.007183955824420385,	2
281.0120966434479,	0.09066476999999995,	-0.006982088570451451,	2
281.16619658470154,	0.08768942999999996,	-0.006865256105886224,	2
281.3202965259552,	0.08480181999999992,	-0.006811342044638707,	2
281.47439646720886,	0.08192887999999998,	-0.006677643386757948,	2
281.6284966468811,	0.07866224,	-0.006637985696194088,	2
281.78259658813477,	0.07563009999999992,	-0.006676005257100808,	2
281.9366965293884,	0.07281311999999995,	-0.006656612356291031,	2
282.0907964706421,	0.06994237999999997,	-0.00672757774468781,	2
282.24489665031433,	0.06670429999999994,	-0.006900212212089172,	2
282.398996591568,	0.06365265999999992,	-0.0070650568105794,	2
282.55309653282166,	0.06069715999999992,	-0.007348571121824798,	2
282.7071964740753,	0.05777838000000002,	-0.00771494500779385,	2
282.86129665374756,	0.05474420999999996,	-0.00819673221640535,	2
283.0153965950012,	0.05131258999999999,	-0.00877988021406631,	2
283.1694965362549,	0.048638609999999916,	-0.009573655482645937,	2
283.32359647750854,	0.04571356999999998,	-0.01055859177920293,	2
283.4776966571808,	0.04260286000000002,	-0.01183941588413417,	2
283.63179659843445,	0.03931262999999996,	-0.01326530113825736,	2
283.73969650268555,	0.03762074999999998,	-0.01450342707789515,	2
283.7641966342926,	0.0365335,	-0.01500433403998613,	2
283.77959656715393,	0.03702947000000001,	-0.01422370561709013,	2
283.86439657211304,	0.038955829999999914,	-0.006536127090858797,	2
284.0184965133667,	0.04225309999999993,	-0.0003035514983210092,	2
284.17259645462036,	0.04516114999999998,	0.001995274639426711,	2
284.3266966342926,	0.04828038000000001,	0.00312105676997745,	2
284.48079657554626,	0.05150701999999996,	0.003668093912046269,	2
284.6348965167999,	0.054618029999999984,	0.003941708290465099,	2
284.7889964580536,	0.05762477999999993,	0.004090761831328907,	2
284.94309663772583,	0.060651629999999956,	0.00412405755273984,	2
285.0971965789795,	0.06410571999999992,	0.00413942431261846,	2
285.25129652023315,	0.06710490000000002,	0.004146962773991972,	2
285.4053964614868,	0.07008608999999999,	0.004145535379127221,	2
285.55949664115906,	0.0731385,	0.004130977647554414,	2
285.7135965824127,	0.07645252000000002,	0.004158800298630388,	2
285.8676965236664,	0.07940091999999999,	0.004243782619572083,	2
286.02179646492004,	0.08248420999999995,	0.004248703712215071,	2
286.1758964061737,	0.08536663,	0.00433497437266761,	2
286.32999658584595,	0.08867146999999997,	0.004471177259927184,	2
286.4840965270996,	0.09181251999999995,	0.00453241500320244,	2
286.63819646835327,	0.09475895000000001,	0.004653958111919456,	2
286.79229640960693,	0.09744646999999995,	0.004856628913570353,	2
286.9463965892792,	0.10057350999999992,	0.004965812297661978,	2
287.10049653053284,	0.10358181,	0.005163990748845049,	2
287.2545964717865,	0.10670963,	0.00537016347391555,	2
287.40869641304016,	0.10986121999999998,	0.005557541936765234,	2
287.5627965927124,	0.11246206999999997,	0.005697710292650413,	2
287.71689653396606,	0.11554076999999996,	0.005911561070021706,	2
287.8709964752197,	0.11874779999999996,	0.006070920797148709,	2
288.0250964164734,	0.12207247999999993,	0.006219270637462935,	2
288.17919659614563,	0.12491311999999999,	0.006228471383743855,	2
288.3332965373993,	0.12761320999999992,	0.006278989389949781,	2
288.48739647865295,	0.13091810999999998,	0.006179182971311675,	2
288.6414964199066,	0.13386615999999996,	0.006163666942263244,	2
288.79559659957886,	0.13702145,	0.00616164168796992,	2
288.9496965408325,	0.13979693999999998,	0.006023634255484314,	2
289.1037964820862,	0.14286955999999995,	0.005935487003826317,	2
289.25789642333984,	0.14591321000000002,	0.005855996930014637,	2
289.4119963645935,	0.14884319999999995,	0.005673504316149006,	2
289.56609654426575,	0.15188201999999995,	0.005548748533278844,	2
289.7201964855194,	0.15481075,	0.005420288415776894,	2
289.87429642677307,	0.1580089,	0.005216985934790488,	2
290.02839636802673,	0.16121098,	0.005123556798650467,	2
290.182496547699,	0.16384109000000002,	0.004846724830766078,	2
290.33659648895264,	0.16691561999999993,	0.004670104211418016,	2
290.4906964302063,	0.17023924000000001,	0.004469194347875412,	2
290.64479637145996,	0.17292770000000002,	0.004318083293259445,	2
290.7988965511322,	0.1762028,	0.004217690656312389,	2
290.95299649238586,	0.17915137999999997,	0.004047513108944079,	2
291.1070964336395,	0.18216433999999992,	0.003947318707030717,	2
291.2611963748932,	0.18526019999999999,	0.00389649459048455,	2
291.41529655456543,	0.18845643999999995,	0.003792222303674569,	2
291.5693964958191,	0.19138714,	0.003735729350721057,	2
291.72349643707275,	0.19443698999999992,	0.003737944530328961,	2
291.8775963783264,	0.19767077999999993,	0.003652651016951447,	2
292.03169655799866,	0.20064123999999994,	0.003668870674989416,	2
292.1857964992523,	0.20396134,	0.003614213837237173,	2
292.339896440506,	0.20677866999999994,	0.003547697441899686,	2
292.49399638175964,	0.21026720999999993,	0.003497621966852976,	2
292.6480963230133,	0.21329971999999997,	0.003492667759978522,	2
292.80219650268555,	0.21633376999999998,	0.003464791178780079,	2
292.9562964439392,	0.21938421999999996,	0.003467234777322589,	2
293.11039638519287,	0.22250848999999995,	0.003454431469392193,	2
293.26449632644653,	0.22599217,	0.003520289836697228,	2
293.4185965061188,	0.22897925999999996,	0.003513235535440737,	2
293.57269644737244,	0.23196107,	0.003553419821481749,	2
293.7267963886261,	0.23500147,	0.003625127811721085,	2
293.88089632987976,	0.23827337999999998,	0.003651198355475213,	2
294.034996509552,	0.24139215999999997,	0.003662520690530087,	2
294.18909645080566,	0.24472338,	0.003699346954378041,	2
294.3431963920593,	0.24765648999999995,	0.003645478919858683,	2
294.497296333313,	0.25070718,	0.003615498596536579,	2
294.65139651298523,	0.25419991999999997,	0.003589269464454222,	2
294.8054964542389,	0.25720175999999995,	0.003504213021889864,	2
294.95959639549255,	0.26027556999999996,	0.003412967701613805,	2
295.1136963367462,	0.26333597,	0.003327762252721606,	2
295.26779651641846,	0.26669268999999995,	0.003208965331174662,	2
295.4218964576721,	0.2697882,	0.003083529079511219,	2
295.5759963989258,	0.27290222,	0.002962510340905469,	2
295.73009634017944,	0.27613224999999997,	0.002865225943462252,	2
295.8841965198517,	0.27935031,	0.002753044201842619,	2
296.03829646110535,	0.28222306999999996,	0.002589899086535756,	2
296.192396402359,	0.28559496999999995,	0.002490760072983783,	2
296.34649634361267,	0.2885831,	0.002356047511997595,	2
296.50059628486633,	0.29172852,	0.002238868771941675,	2
296.6546964645386,	0.29501723999999996,	0.002155429846508024,	2
296.80879640579224,	0.29813966,	0.00203076444964418,	2
296.9628963470459,	0.30113342,	0.001938759737645884,	2
297.11699628829956,	0.30436217,	0.001856405195598744,	2
297.2710964679718,	0.30752313,	0.001762497520699499,	2
297.42519640922546,	0.31060775999999996,	0.001673231722898817,	2
297.5792963504791,	0.31355244,	0.001608283925440785,	2
297.7333962917328,	0.31686182999999996,	0.001521828573802186,	2
297.88749647140503,	0.31977993,	0.001476093886524338,	2
298.0415964126587,	0.32303834,	0.00137444455374003,	2
298.19569635391235,	0.32572341,	0.001315811119178854,	2
298.349796295166,	0.3289254,	0.001236992427972788,	2
298.50389647483826,	0.33209078999999997,	0.001169636287992331,	2
298.6579964160919,	0.33515036,	0.001112080297472101,	2
298.8120963573456,	0.33806823999999996,	0.001052220980996409,	2
298.96619629859924,	0.34099610999999996,	0.0009852667566323057,	2
299.1202964782715,	0.34425965,	0.0009398152812022803,	2
299.27439641952515,	0.34722495,	0.0008858471434020699,	2
299.4284963607788,	0.35015228,	0.0008383710590585589,	2
299.58259630203247,	0.35288625999999995,	0.0007980927814445031,	2
299.73669624328613,	0.35626849,	0.0007615276332944621,	2
299.8907964229584,	0.35916709999999996,	0.0007333296665448866,	2
300.04489636421204,	0.36217488999999997,	0.0006948968357263722,	2
300.1989963054657,	0.36504646999999996,	0.0006664885629717836,	2
300.35309624671936,	0.36801448,	0.0006441971226865597,	2
300.5071964263916,	0.37111571,	0.0006164063901305233,	2
300.66129636764526,	0.37421446999999997,	0.000601687394949528,	2
300.8153963088989,	0.37733083999999995,	0.0005865592069093668,	2
300.9694962501526,	0.38030949,	0.0005673574648269809,	2
301.12359642982483,	0.38342698999999997,	0.0005565346576255469,	2
301.2776963710785,	0.38640876999999996,	0.0005477672565253637,	2
301.43179631233215,	0.38939603999999994,	0.0005348981593102861,	2
301.5858962535858,	0.39238932,	0.0005257502147060977,	2
301.73999643325806,	0.39532268,	0.0005214549275297693,	2
301.8940963745117,	0.39842498,	0.000519000707138461,	2
302.0481963157654,	0.40128116999999996,	0.0005077555728928342,	2
302.20229625701904,	0.40451792,	0.0005050488234657376,	2
302.3563964366913,	0.40744446999999995,	0.0005044907991301941,	2
302.51049637794495,	0.41045924999999994,	0.0004988676471878967,	2
302.6645963191986,	0.41346055,	0.0004939207805747959,	2
302.81869626045227,	0.41656485,	0.0005012063716285796,	2
302.97279620170593,	0.41954133,	0.0004934896010219091,	2
303.1268963813782,	0.42265992999999996,	0.000490537149032657,	2
303.28099632263184,	0.42581527999999996,	0.0004960677671376843,	2
303.4350962638855,	0.42860444999999997,	0.0004951580952296183,	2
303.58919620513916,	0.43159231,	0.0004899770396017307,	2
303.7432963848114,	0.43494533999999996,	0.0004988549475166363,	2
303.89739632606506,	0.4382255,	0.0004978952928508906,	2
304.0514962673187,	0.44122796999999997,	0.0004933400578105152,	2
304.2055962085724,	0.44408257999999995,	0.000493529312415741,	2
304.35969638824463,	0.44742476999999997,	0.0005027435390271909,	2
304.5137963294983,	0.45062707999999996,	0.0004992579241304236,	2
304.66789627075195,	0.45359610999999994,	0.0004967518109280237,	2
304.8219962120056,	0.45666440999999997,	0.0005067786437665022,	2
304.97609639167786,	0.45984160999999996,	0.0005092668612878262,	2
305.1301963329315,	0.46298348999999994,	0.000502545725777629,	2
305.2842962741852,	0.46626413999999994,	0.0005118939692134918,	2
305.43839621543884,	0.46904225,	0.0005149945361619104,	2
305.5924963951111,	0.47241956999999996,	0.0005108888331021959,	2
305.74659633636475,	0.47550238,	0.0005231609605618496,	2
305.9006962776184,	0.47876259,	0.000528124744496383,	2
306.05479621887207,	0.48185581999999993,	0.0005237869983642589,	2
306.20889616012573,	0.48502402,	0.0005248562901543196,	2
306.362996339798,	0.48799001999999997,	0.0005365415187368267,	2
306.51709628105164,	0.49147514999999997,	0.0005392482878816543,	2
306.6711962223053,	0.494494,	0.0005357648127525365,	2
306.82529616355896,	0.49744831,	0.0005494636782205748,	2
306.9793963432312,	0.50087361,	0.0005536668717683497,	2
307.13349628448486,	0.5040234299999999,	0.0005487997189899483,	2
307.2875962257385,	0.5071938,	0.0005596012101658256,	2
307.4416961669922,	0.50996689,	0.0005715905382634567,	2
307.59579634666443,	0.51328718,	0.0005647512546439783,	2
307.7498962879181,	0.5164074399999999,	0.0005776525589294475,	2
307.90399622917175,	0.5195585,	0.0005847534871931213,	2
308.0580961704254,	0.52251306,	0.0005859707550681563,	2
308.21219635009766,	0.5259600799999999,	0.0005883079103430786,	2
308.3662962913513,	0.5290489599999999,	0.0006034814074115467,	2
308.520396232605,	0.53207883,	0.0006078996617554511,	2
308.67449617385864,	0.53543122,	0.0006073483817418384,	2
308.8285963535309,	0.53825207,	0.000619947549391757,	2
308.98269629478455,	0.5415665,	0.0006312164600321924,	2
309.1367962360382,	0.54473924,	0.0006259119461363531,	2
309.29089617729187,	0.54776542,	0.000639020602124991,	2
309.4449963569641,	0.55095593,	0.0006529476354688933,	2
309.5990962982178,	0.5537820099999999,	0.0006517943510600983,	2
309.75319623947144,	0.5573716099999999,	0.0006653406668309051,	2
309.9072961807251,	0.5602999,	0.0006803102223756387,	2
310.06139612197876,	0.5630757799999999,	0.0006806186844210708,	2
310.215496301651,	0.5659031699999999,	0.0006863599169625138,	2
310.36959624290466,	0.56950545,	0.0007043581710015632,	2
310.5236961841583,	0.57229602,	0.0007157810397786027,	2
310.677796125412,	0.57545651,	0.0007192344720716431,	2
310.83189630508423,	0.57856272,	0.0007366723385906215,	2
310.9859962463379,	0.58158244,	0.0007536088230869688,	2
311.14009618759155,	0.58444367,	0.0007568704053427158,	2
311.2941961288452,	0.5875863699999999,	0.0007731482486663249,	2
311.44829630851746,	0.5904836099999999,	0.0007987731534179528,	2
311.6023962497711,	0.59336848,	0.0008039393324675917,	2
311.7564961910248,	0.5966941499999999,	0.0008230285978106273,	2
311.91059613227844,	0.59979399,	0.0008483396850413544,	2
312.0646963119507,	0.6025486,	0.0008631664911467347,	2
312.21879625320435,	0.60554109,	0.0008769800945739228,	2
312.372896194458,	0.6085535599999999,	0.0009094238985138565,	2
312.52699613571167,	0.6115537,	0.000930226629958366,	2
312.6810963153839,	0.61470475,	0.0009495095393504006,	2
312.8351962566376,	0.6176797789999999,	0.0009781428834403569,	2
312.98929619789124,	0.620724533,	0.00101508469877362,	2
313.1433961391449,	0.623791825,	0.001035121288446305,	2
313.29749608039856,	0.627014551,	0.001069568915840208,	2
313.4515962600708,	0.6297206989999999,	0.001113286326742374,	2
313.60569620132446,	0.6327916499999999,	0.001150582351940989,	2
313.7597961425781,	0.6359632799999999,	0.001181655095643053,	2
313.9138960838318,	0.638759505,	0.001232809199897669,	2
314.067996263504,	0.6419295039999999,	0.001271080216427006,	2
314.2220962047577,	0.6446902489999999,	0.001308242123546691,	2
314.37619614601135,	0.6478480289999999,	0.00136059254551235,	2
314.530296087265,	0.650773626,	0.001407673230127404,	2
314.68439626693726,	0.654177122,	0.001445683061643591,	2
314.8384962081909,	0.6568506439999999,	0.001494400831160713,	2
314.9925961494446,	0.659937821,	0.001538456678659308,	2
315.14669609069824,	0.663378079,	0.00157292522446908,	2
315.3007962703705,	0.6660566929999999,	0.001605598860092396,	2
315.45489621162415,	0.6691594009999999,	0.001649486763814559,	2
315.6089961528778,	0.672204904,	0.001680381827756091,	2
315.76309609413147,	0.675538458,	0.001699300614634049,	2
315.9171962738037,	0.678417761,	0.001732041629159957,	2
316.0712962150574,	0.681680124,	0.001751470123212171,	2
316.22539615631104,	0.684694072,	0.001762109652557041,	2
316.3794960975647,	0.687732756,	0.001787302428252859,	2
316.53359603881836,	0.690912126,	0.001800309835214294,	2
316.6876962184906,	0.694127716,	0.001809923125642272,	2
316.84179615974426,	0.696793696,	0.001823806081911575,	2
316.9958961009979,	0.7002375839999999,	0.001838938958188395,	2
317.1499960422516,	0.7034477259999999,	0.00184498764286063,	2
317.3040962219238,	0.7066261835,	0.001857948623879384,	2
317.4581961631775,	0.7097380312,	0.001870930475164449,	2
317.61229610443115,	0.7125156074,	0.001835692532753598,	2
317.7663960456848,	0.71558280834,	0.001876194527358585,	2
317.92049622535706,	0.7188310781,	0.001898273618068352,	2
318.0745961666107,	0.7221356771999999,	0.001910489068502663,	2
318.2286961078644,	0.7248921908,	0.001917464213874773,	2
318.38279604911804,	0.728137177,	0.001933231899135572,	2
318.5368962287903,	0.73137193,	0.001946167613858928,	2
318.69099617004395,	0.734434817,	0.001945980044554031,	2
318.8450961112976,	0.7376619649999999,	0.001953255457970988,	2
318.99919605255127,	0.740752785,	0.001955968101083514,	2
319.1532962322235,	0.743924445,	0.001957182252834252,	2
319.3073961734772,	0.7471910979999999,	0.001952103676685281,	2
319.46149611473083,	0.750333179,	0.001948938399004306,	2
319.6155960559845,	0.753101222,	0.001949769752748201,	2
319.76969599723816,	0.756552201,	0.001932436767928883,	2
319.9237961769104,	0.759605773,	0.001918321900764075,	2
320.07789611816406,	0.762797725,	0.00190826188068742,	2
320.2319960594177,	0.765834455,	0.001888711398573519,	2
320.3860960006714,	0.769037943,	0.001878448745952895,	2
320.54029607772827,	0.772212111,	0.001866621583187858,	2
320.6942961215973,	0.7754996719999999,	0.001849335913302018,	2
320.8484961986542,	0.77868655,	0.001837169684983479,	2
321.0024960041046,	0.78153852,	0.001826562943976179,	2
321.1566960811615,	0.78477734,	0.001817956743744475,	2
321.3106961250305,	0.787930299,	0.001814772630902281,	2
321.4648962020874,	0.790910516,	0.001803839269474326,	2
321.61889600753784,	0.7940401699999999,	0.001800397539964825,	2
321.7730960845947,	0.79712848,	0.001779388179019462,	2
321.92709612846375,	0.800222095,	0.001763032865866503,	2
322.08129596710205,	0.803259533,	0.0017513228541384,	2
322.23529601097107,	0.806406152,	0.00174603824689766,	2
322.38949608802795,	0.809313242,	0.001731130762238354,	2
322.543496131897,	0.812466201,	0.001737498487756891,	2
322.6976959705353,	0.81563824,	0.001736587911341288,	2
322.8516960144043,	0.81854851,	0.001747255906083967,	2
323.0058960914612,	0.82144712,	0.001756726076077539,	2
323.1598961353302,	0.82429274,	0.001781730492701337,	2
323.3140959739685,	0.82759513,	0.001803538993098614,	2
323.4680960178375,	0.83075553,	0.001838512542661909,	2
323.6222960948944,	0.83367532,	0.001867379955707849,	2
323.7762961387634,	0.83672125,	0.001908934419096557,	2
323.93049597740173,	0.8394895099999999,	0.001939611889904345,	2
324.08449602127075,	0.8428777399999999,	0.001987111281346328,	2
324.23869609832764,	0.84556226,	0.002036648725396023,	2
324.39269614219666,	0.8488911499999999,	0.002080758501519772,	2
324.54689598083496,	0.85176962,	0.002133800664652213,	2
324.700896024704,	0.8547646799999999,	0.002195158254977528,	2
324.85509610176086,	0.85796746,	0.00223667216238713,	2
325.0090961456299,	0.86083851,	0.002291622247363012,	2
325.1632959842682,	0.86398829,	0.002350394589940843,	2
325.3172960281372,	0.86695791,	0.002411305395232387,	2
325.4714961051941,	0.87014587,	0.002473226072519505,	2
325.6254961490631,	0.87287491,	0.002530293091614212,	2
325.7796959877014,	0.8761825999999999,	0.002591216889488532,	2
325.93369603157043,	0.8789974899999999,	0.002637114541159606,	2
326.0878961086273,	0.8820444599999999,	0.002696091070811698,	2
326.24189615249634,	0.88508509,	0.002769336198692227,	2
326.39609599113464,	0.88818718,	0.002811900832975145,	2
326.55009603500366,	0.8909745,	0.00287739470624937,	2
326.70429611206055,	0.8941942599999999,	0.002944454515508611,	2
326.858295917511,	0.8971680799999999,	0.002997223224253789,	2
327.01249599456787,	0.90027019,	0.003048596446475899,	2
327.1664960384369,	0.90320801,	0.003122988419017991,	2
327.3206961154938,	0.90632599,	0.003171044447427416,	2
327.47479605674744,	0.90955451,	0.00324240830365799,	2
327.6288959980011,	0.91266374,	0.003287338274285248,	2
327.78299593925476,	0.91552329,	0.003350872017546351,	2
327.937096118927,	0.91862945,	0.003385253155330961,	2
328.09119606018066,	0.92160976,	0.003440563159937265,	2
328.2452960014343,	0.9248156399999999,	0.003496257154134489,	2
328.399395942688,	0.9280023199999999,	0.003540634670571363,	2
328.55349612236023,	0.9309329199999999,	0.003580947219389792,	2
328.7075960636139,	0.93420301,	0.003640407146362878,	2
328.86169600486755,	0.9371826799999999,	0.003670554025850259,	2
329.0157959461212,	0.9404418999999999,	0.003707046461784824,	2
329.1698958873749,	0.94346211,	0.003758572695697654,	2
329.3239960670471,	0.94661896,	0.003792011052375879,	2
329.4780960083008,	0.94976909,	0.003848216660138112,	2
329.63219594955444,	0.95301647,	0.003874619495561279,	2
329.7862958908081,	0.95621812,	0.003904239956012134,	2
329.94039607048035,	0.9592642899999999,	0.003927956863284371,	2
330.094496011734,	0.96242334,	0.003957937733865338,	2
330.24859595298767,	0.96537906,	0.004002790689999744,	2
330.40269589424133,	0.96858409,	0.004024393505268654,	2
330.5567960739136,	0.97188925,	0.0040504028615822,	2
330.71089601516724,	0.9750606399999999,	0.004088355507026326,	2
330.8649959564209,	0.97798472,	0.00410968631561389,	2
331.01909589767456,	0.98106345,	0.004128766656479637,	2
331.1731960773468,	0.9845036199999999,	0.004170509925692845,	2
331.32729601860046,	0.9874139399999999,	0.004188992107324457,	2
331.4813959598541,	0.99060911,	0.004232706326216362,	2
331.6354959011078,	0.99383539,	0.004246898306125582,	2
331.78959608078003,	0.9968904199999999,	0.004281843592001237,	2
331.9436960220337,	1.0001381299999998,	0.004294359925895802,	2
332.09779596328735,	1.00324437,	0.004330922296655104,	2
332.251895904541,	1.00639531,	0.004351757070012244,	2
332.4059958457947,	1.00961604,	0.004390167011596967,	2
332.5600960254669,	1.01270651,	0.004400991424573255,	2
332.7141959667206,	1.01550927,	0.004450394427669424,	2
